,text,label
807,Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,unclear
808,Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,unclear
809,Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,pro-mitigation
810,2020-2021 Basketball Season,unclear
811,Shut Down Leeds Arts University for COVID-19,pro-mitigation
812,Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,pro-mitigation
813,"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",pro-mitigation
814,Freeze rent payments,pro-mitigation
815,"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",unclear
816,"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",pro-mitigation
817,Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,unclear
818,"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",pro-mitigation
819,新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,pro-mitigation
820,Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,pro-mitigation
821,Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,pro-mitigation
822,Change the theme of Splash Mountain ride in Disney Parks,unclear
823,Petition to ask Philippines Senator Koko Pimentel to resign.,unclear
824,Save California Seniors from a Death Sentence,unclear
825,Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,unclear
826,COVID,unclear
827,Stop EMI Payments During Crisis,pro-mitigation
828,"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",pro-mitigation
829,Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,pro-mitigation
830,Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,pro-mitigation
831,Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,pro-mitigation
832,Lower USask Tuition Rates for 2020/21,unclear
833,Uso de mascarillas obligatorio en España para COVID-19,pro-mitigation
834,"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",unclear
835,A green recovery from COVID-19 in Northern Ireland,unclear
836,Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,pro-mitigation
837,"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",pro-mitigation
838,Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,pro-mitigation
839,Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,unclear
840,Less Schoolwork during COVID-19 Quarantine,pro-mitigation
841,"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",pro-mitigation
842,Tax free earnings for all healthcare workers during Covid-19 crisis,pro-mitigation
843,Cover COVID-19 treatment in #Aarogyasri Scheme,pro-mitigation
844,The New School: Aid Students with a Partial Tuition and Housing Refund,pro-mitigation
845,NO to the COVID-19 Public Health Response Bill,anti-mitigation
846,Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,pro-mitigation
847,Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,unclear
848,Lasershows statt Feuerwerke! #böllerfrei,unclear
849,Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,pro-mitigation
850,Hospital visits to be permitted to critical patients who need their loved ones around them,pro-mitigation
851,Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,pro-mitigation
852,Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,pro-mitigation
853,COVID 19 Beauty Industry Economical Impact - Canada,unclear
854,Release Non-Violent Offenders in Prison Camps due to COVID-19,pro-mitigation
855,"Central University of Lucknow is conducting exams from 16th , risking the health of studen",anti-mitigation
856,Allow dog walking during SA lockdown,anti-mitigation
857,Let Wisconsin Golf,unclear
858,Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,pro-mitigation
859,Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,unclear
860,"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",pro-mitigation
861,"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",pro-mitigation
862,ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,pro-mitigation
863,Make Selling dogs illegal unless you are a licensed and accredited breeder,unclear
864,Please make masks mandatory in Georgia,pro-mitigation
865,Protect our children!!! Demand Covid release,pro-mitigation
866,Postpone 10th and 12th boards exam due to rise in Covid19 cases.,pro-mitigation
867,Covid-19 Economic Relief for Property Owners,pro-mitigation
868,Rehabilitation of those affected severely by Amphan,unclear
869,Open up Outdoor Dining,anti-mitigation
870,Open Canada VACs in India,anti-mitigation
871,Shut down construction sites to prevent the spread of covid 19,pro-mitigation
872,Stop Murrayfield Ice rink from closing it’s doors for good,anti-mitigation
873,Postpone UCLA's 2020 Commencement Instead of Cancelling,pro-mitigation
874,COVID-19 IN Georgia's Prisons Rise,unclear
875,Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,unclear
876,Save South Norwood Library,unclear
877,COVID-19 Impact: Need waiver for Small & Medium Business owners.,pro-mitigation
878,Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,pro-mitigation
879,Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,pro-mitigation
880,OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,unclear
881,Keep Davis School District students safe by keeping hybrid schedule.,pro-mitigation
882,Trump must resign for admitting to downplaying COVID-19,pro-mitigation
883,Extend education loan grace period to support the graduates struggling to find jobs #COVID,pro-mitigation
884,Postpone CA exams for COVID Safety Reasons #CAExams,pro-mitigation
885,CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,anti-mitigation
886,Improve COVID-19 Procedures In Correctional Facilities,pro-mitigation
887,"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",unclear
888,"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",pro-mitigation
889,Stop Wildlife Medicine in China,unclear
890,Cancel 2021 GCSE & A-Level Exams,unclear
891,Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,unclear
892,STOP THE COVID-19 VACCINATION CAMPAIGN,anti-mitigation
893,COVID-19,unclear
894,Open our Garden Centres,anti-mitigation
895,Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,unclear
896,Declare the Road Accident Fund an Essential Service,unclear
897,Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,anti-mitigation
898,The Heritage Private School: reduce payments for educational services during COVID-19,pro-mitigation
899,Optional Pass/Fail for UIUC,unclear
900,Revoke retroactive fees,unclear
901,#cancelboardexams,unclear
902,UBC Partial Tuition Refund,unclear
903,Modify SIT's Exam and Grading Policy due to COVID-19,pro-mitigation
904,South Dakota State University pass or fail students -COVID-19,unclear
905,Tim Walz: Support to-go wine & beer sales for the restaurant industry during COID-19,pro-mitigation
906,Demanding permanent employment for contract workers in M'sia Gov! #WeAreFrontliners,unclear
907,Rescind the Acceptance of racist Drew Dollar into LSU,unclear
908,Postpone All Entrances and ExamsDuring Current Situation of Covid-19.,pro-mitigation
909,We Texans demand that Ted Cruz resign.,unclear
910,LET US IN! Adjust The Nursing Home Visitation Policy due to Covid 19,anti-mitigation
911,Cancellation of STPM Semester 2 examination 2020,unclear
912,Immediate & Unconditional Release of Jawar Mohammed & All Oromo Political Prisoners,unclear
913,Close non essential warehouses Covid-19,pro-mitigation
914,Revise the Academic Calendar & Suspend the Online Classes throughout COVID-19 crisis,anti-mitigation
915,ASHA dues should be WAIVED for 2020!,unclear
916,COVID-19  Dance Studio Industry Economic Hardship,unclear
917,Cancellation of Lebanese Official Exams for 2020/إلغاء الإمتحانات الرسمية اللبنانية ل-٢٠٢٠,pro-mitigation
918,Hazard pay for essential employees working with the public during the covid-19 pandemic.,pro-mitigation
919,Calling for Disability- Inclusive Response to Covid-19 Pandemic in the Philippines,pro-mitigation
920,Open the 2020-2021 School Year Traditionally in Shasta County,unclear
921,Save the Enhanced Nursery School Operating Grant!! Say NO to Proposed Amendment to Regs!,unclear
922,"20 per studio classroom, rather than 20 per premises - if deemed safe.",unclear
923,VicRoads refund rego and TAC charged during covid restrictions.,pro-mitigation
924,"Grant emergency Bond due to the global pandemic of COVID-19, for Qamar Williams / Q money",unclear
925,Create a Covid-19 relief package for informal waste pickers of Delhi,pro-mitigation
926,Language Education in the Time of COVID-19,unclear
927,Take proactive action to mitigate COVID19 in Ethiopia,pro-mitigation
928,Stellenbosch University to Implement Online Examinations,pro-mitigation
929,No Schools Till Corona Ends...,unclear
930,Recreation Boating During Stay At Home,unclear
931,Chancellor Carranza - Don't Take Counselors Away From Students in the South Bronx,unclear
932,Ensure Education. STOP HIKE in School Fee for 2020-2021 #COVID-19,pro-mitigation
933,Cancel 10th Gujarat Board Exams,unclear
934,Cancellation of all University assignments and exams due to instability caused by COVID-19,pro-mitigation
935,NEU- CLOSE CAMPUS AND START ONLINE TEACHING,unclear
936,NOW reinstate all facial treatments from behind and to the side of the face.,unclear
937,UWC must call off university!,unclear
938,Cancel Okanagan college  Classes due to COVID-19,pro-mitigation
939,Request To Have the Option to Make WFU Spring 2020 Classes Pass/Fail Due to COVID-19,unclear
940,Stop tourism to the Isle of Wight during the Covid 19 outbreak,pro-mitigation
941,No profit on Covid-19!,unclear
942,Cancel rent payments for international students during Covid 19,pro-mitigation
943,Tuition and Fee Refund for Campus Services Not Provided Due to COVID-19,pro-mitigation
944,SE PODRÍAN HABER EVITADO LAS MUERTES POR COVID-19 EN TODO EL MUNDO,unclear
945,Support More Testing for Covid,pro-mitigation
946,Make Regis University close its doors now.,unclear
947,Post Natal Massage Service as Essential Services,unclear
948,Cancellation of RTU Final Semester Examination,unclear
949,HPU MUST Allow Housing/Dining Refunds if COVID-19 Impacts Fall 2020 Semester,pro-mitigation
950,UK Legalisation & Taxation of Recreational Cannabis to help fund COVID-19 aftermath,pro-mitigation
951,COVID-19 - Free streaming services for quarantine,pro-mitigation
952,Help stop the deportation of the Ferreira family during a global pandemic.,pro-mitigation
953,Make masks mandatory for public settings in the Region of Waterloo.,pro-mitigation
954,Pay Health Care Students On Placement,unclear
955,Support private nurseries through Covid-19,pro-mitigation
956,cancel school due to the water boil order and COVID 19,unclear
957,A Twin Crisis- Gentrification & Covid Destroying Black Business In Harlem,unclear
958,Extend the Winter Break at UFV,unclear
959,TAX RELIEF FOR NEW JERSEY RESTAURANTS & SMALL BUSINESSES FROM SHUTDOWN DURING COVID-19,pro-mitigation
960,Orange County Schools Must Follow CA State Guidelines For Re-Opening,anti-mitigation
961,Cuomo and de Blasio Must Close all school buildings in NYC NOW!,unclear
962,Why final year exams shoudn't be Conducted #promote final year students,unclear
963,Offer Unconditional Citizenship to ALL non-British NHS Workers,unclear
964,We Must Ensure The Safety of Our Children,pro-mitigation
965,Riconosciamo alla Scuola il suo ruolo di tutela della Salute biopsicosociale,unclear
966,Yarra Valley should be classified as rural for Covid-19 restrictions purposes,unclear
967,Suspend Rent & Mortgage in Connecticut during COVID-19,pro-mitigation
968,NYC TRANSIT WORKERS DESERVE HAZARD PAY,unclear
969,Justice For Dr. Susan Moore,unclear
970,Covid-19 Safety for Dental Practitioners and Patients in Colorado,pro-mitigation
971,Call for Peter Weir to resign,unclear
972,Temporarily Force Close Restaurants in the U​.​S to stop the spread of Covid-19,pro-mitigation
973,Covid-19 Pandemic Unemployment Payment for Cross Border Workers,pro-mitigation
974,Seek Justice for Brutal Massacre of 5 Afro-Colombian Teenagers,unclear
975,Ban the Use of Tear Gas on Peaceful Civilians & Protestors,unclear
976,COVID-19 : Guarantee people's heat and power,pro-mitigation
977,Create a COVID-19 testing spot on South Campus,pro-mitigation
978,Protest Against Covid Return Travellers at Tamworth NSW Australia,unclear
979,Close Humber College (COVID-19 / Coronavirus),pro-mitigation
980,"The IRS Is Holding Thousands Of Falsely Flagged Tax Refunds, During Covid-19 Crisis!!!",anti-mitigation
981,Henry County Shelter in Place for Covid-19,pro-mitigation
982,Schools to charge only 50% and No fees for lockdown period. Also No Vaccine No School.,pro-mitigation
983,Boots to send all non essential staff home amid Covid-19 safety measures,pro-mitigation
984,Reduce UCI Student Fees During Remote Instruction,pro-mitigation
985,Government packages and assistance for Music Fraternity in COVID 19 PANDEMIC.,pro-mitigation
986,Relief Funds for Freelance + Contracted Workers,pro-mitigation
987,Small Business COVID-19 Support,pro-mitigation
988,UW Admin create a one-credit class so international students can stay in the US,unclear
989,Distinction des cas de Covid-19 entre la Gaspésie et les Iles-de-la-Madeleine,unclear
990,Aprite le palestre di arrampicata,unclear
991,Stop TFL from removing free travel for under-18s,unclear
992,Reduce Canadian Deaths from Covid-19 and Support Canada with Social Distancing and Testing,pro-mitigation
993,誰ひとり取り残さない。新型コロナウイルスの影響に伴う収入減少に対し、この国に生きる全ての人に所得補償を!,unclear
994,Partial refund for 2nd semester fees from Kuwait private schools due to COVID19 closure,pro-mitigation
995,Extend Winter Break for Brock Students,unclear
996,Postpone Class of 2020 CBE Graduation Ceremonies,pro-mitigation
997,Tell Doug Ford Critical care is not Elective care. Help our daughter to  get her surgery!,unclear
998,COVID-19 outbreak in Clinton County Detention Center,anti-mitigation
999,DEMAND NCSU to release a statement and action plan to support their international students,unclear
1000,Resignation of Tedros Adhanom Ghebreyesus - The WHO Director General,unclear
1001,Justin Trudeau: Do Not Test COVID immunizations on Indigenous Canadians!,anti-mitigation
1002,Set up makeshift crematoriums and designate more burial grounds for COVID victims’ dignity,pro-mitigation
1003,Get Waled Home,unclear
1004,"Allow students to alter, delay or annul their tenancy agreements because of COVID-19",pro-mitigation
1005,Release Grace from Groves HS from Jail,unclear
1006,We Want Justice! We Want Peace!,unclear
1007,"Defy COVID 19: save zoo, stables, farm & stray animal war-refugees in Yemen",anti-mitigation
1008,Close school campuses in Fremont Unified School District to avoid spreading COVID-19,pro-mitigation
1009,Re-classify Fitness Centers as an Essential Business,unclear
1010,"After serving 25 years , I can die from Covid-19, because I am still incarcerated.",pro-mitigation
1011,Request To Make GMU Fall 2020 Classes Pass/Fail An Option Due to COVID-19,pro-mitigation
1012,CT Students Go Back To School Without Masks or Social Distancing,anti-mitigation
1013,Allow individual water sport participants in South Africa to access the ocean.,unclear
1014,Cut Carbon Emissions by 50% in 2030 and Reach ZERO emissions by 2050!,unclear
1015,Demand CA EDD accountability for Unpaid unemployment claims due to Covid 19 measures.,pro-mitigation
1016,Suspend in-person instruction at UC Merced to prevent exposure to COVID-19,pro-mitigation
1017,نطالب وزارة الاتصالات اللبنانية بزيادة سعة الإنترنت وسرعته وتخفيض الأسعار خلال أزمة كورونا,unclear
1018,CLOSE DOWN ALL EDUCATIONAL INSTITUTIONS!,pro-mitigation
1019,Request CWU To Make Online Classes/Finals Available Due to COVID-19 Deaths In WA State,pro-mitigation
1020,Ensure health workers have enough PPE during Covid-19 to remain safe,pro-mitigation
1021,ECFMG Certification during COVID 19 Crisis,pro-mitigation
1022,COVID-19 Test Kits,pro-mitigation
1023,Help for Special Needs Family during COVID,pro-mitigation
1024,Demand Louisiana Gov. Edwards take action to reduce the prison population during Covid-19,pro-mitigation
1025,Get American crew members home!,unclear
1026,Demand SF City Gov’t Responds To Homeless and Crime CRISIS,pro-mitigation
1027,Stop ICE from sending international students out of the country!,unclear
1028,Restore Youth Hockey,unclear
1029,The Ghanaian-Canadian Association of Ontario needs your support!,unclear
1030,Shut down FISD schools to prevent COVID-19 spreading,pro-mitigation
1031,Hazard pay for X-ray tech at St Mary’s Hospital,unclear
1032,Declarar pandemia por parte de la OMS | Make official WHO pandemic status - Covid-19,unclear
1033,UVM students demand partial tuition and housing reimbursement,unclear
1034,Kids First! Let NM kids practice outdoors sports!,unclear
1035,Forgive Student Loans for Nurses working during COVID-19,pro-mitigation
1036,WITHDRAW EIA DRAFT 2020,unclear
1037,#COVID19 CHIEDIAMO CHE TUTTI RESPONSABILI SIANO GIUDICATI DA CORTE INTERNAZIONALE PENALE,unclear
1038,Nintendo should release Animal Crossing: New Horizons early due to the coronavirus,unclear
1039,COVID-19 Remembrance and Lessons Learned/COVID-19 Commémoration et Leçons Apprises,pro-mitigation
1040,Close all daycares in British Columbia to stop the spread of COVID-19,pro-mitigation
1041,Close UBC Campus to Prevent the Outbreak of COVID-19,pro-mitigation
1042,Recruitment of Public health officers and public technicians for UHC and prevent COVID 19,pro-mitigation
1043,Federal Student Loan Forgiveness for All,unclear
1044,Free Ashley Diamond,unclear
1045,Resignation of Jay Baker,unclear
1046,Wake up Bihar ( COVID - 19),pro-mitigation
1047,Demand NBC pull Trump Town Hall 10/15,unclear
1048,Pennsylvania Schools to Void 3/4th Quarter Grading and Allow All Student to Pass 2019/2020,unclear
1049,Revise Francis Parker School's Covid-19 Teacher Policies,pro-mitigation
1050,Shut Down Illinois Due to the Public Health Threat of Covid-19,pro-mitigation
1051,Cancellation of medical exams covid-19,pro-mitigation
1052,#ShutDownMASS to minimize the spread of coronavirus,pro-mitigation
1053,The University of Michigan community needs a better testing plan,pro-mitigation
1054,Hold Trump Accountable For Misleading Of Covid-19,pro-mitigation
1055,Keep Austin Building Safely During Covid-19 Shelter In Place Order,pro-mitigation
1056,Insurance Companies deny therapy to children for PT/OT/ST during global COVID-19 pandemic.,anti-mitigation
1057,Recognize and Demarcate Orthodontic Procedures Separately from Other Dental Procedures,unclear
1058,Close BC Schools to slow the spread of COVID-19,pro-mitigation
1059,Postpone/Cancel the AP Inter-board exams.,unclear
1060,Save EasyJet jobs.,pro-mitigation
1061,Poor street dog raped by strangers during Covid -19 Lockdown,anti-mitigation
1062,Save Manchester's historic Belle Vue Stadium,unclear
1063,Fermiamo il calcio! [ITA-ENG] ~Covid-19,unclear
1064,Expand Screening to Stop Covid-19 from Becoming an Epidemic,pro-mitigation
1065,Teachers For Good Trouble - Stop Standardized Testing During COVID-19 Pandemic,anti-mitigation
1066,Stop pig slaughterhouse at Ballymoney NI; save pigs and local community from proposed hell,unclear
1067,Help the 99% Recover from COVID-19 Crisis,pro-mitigation
1068,"Coordinación supranacional ante el COVID-19
Supranational coordination against COVID-19",pro-mitigation
1069,Suspend Rent and Mortgage payments in California during COVID-19,pro-mitigation
1070,Postponement and/or cancellation of all examinations in light of the COVID-19 Pandemic.,pro-mitigation
1071,Engage for a better world after COVID-19 (#Engage4Better),unclear
1072,Release low risk delaware prisoners due to covid-19 outbreak,unclear
1073,"Artists, Creators, Tattooists, Musicians and Sole Traders need your help!",pro-mitigation
1074,Halt the planned cuts to West Sussex Children and Family Centres,unclear
1075,Close China’s wet market permanently,unclear
1076,Revoke CEWS funding from anti-choice and hate groups,unclear
1077,2020 Graduation after COVID-19,unclear
1078,Petition for a public enquiry into unlawful Dáil procedure regarding covid 19 legislation.,unclear
1079,Please change BC COVID 19 testing measures ASAP,pro-mitigation
1080,Government of British Columbia: Do not single out hairstylists in phase two.*,unclear
1081,No school for all Allen ISD during the Coronavirus (COVID-19) Outbreak,pro-mitigation
1082,Exempt the non-EU students from paying the tuition fee of SS due to the Covid - 19 crisis.,pro-mitigation
1083,40% to 50% REDUCTION IN TUTION FEES,unclear
1084,BCIT STUDENT’S REFUND DUE THE COVID-19,pro-mitigation
1085,Appeal for Urgent Action on the Attacks Against the CPA and its Leaders,unclear
1086,Abolish quarantine rule to enter Sarawak #malaysiaformalaysians,anti-mitigation
1087,SUPPORT CARE HOMES DURING COVID-19 & AFTER,pro-mitigation
1088,Exclude kids from the ‘rule of 6’ law in England.,unclear
1089,#NUStopOnlineClassesNow #WalangIwananNationalian,unclear
1090,Hazard Pay for Lassens employees during COVID-19 Outbreak,pro-mitigation
1091,Tell Emory University to stop torturing nonhuman primates!,unclear
1092,Let foreign doctors help us fight COVID-19!,pro-mitigation
1093,Allow Parents the option to keep children off school during covid 19 crisis,pro-mitigation
1094,CANCEL ICSE BOARD EXAMS 2021 DUE TO COVID-19,pro-mitigation
1095,MAKAUT need to close WB colleges due to effect of COVID-19.,pro-mitigation
1096,UNISA STUDENTS DEMANDING THE REMOVAL OF THE LAST MINUTE IMPLEMENTATION OF THE IRIS SYSTEM!,unclear
1097,"Change Diet, Save Lives",unclear
1098,Urgent Government Support For The Hospitality Industry,pro-mitigation
1099,"支持將「中華航空」正名為「台灣航空」Call for Petition of Rectifying “China Airlines” with “Taiwan Airlines""",unclear
1100,Hazard Compensation For Covid-19 Pandemic,pro-mitigation
1101,Urgent Strict Measures to Counter Coronavirus Spread and Increase Public Education,pro-mitigation
1102,Google: Include the entire Caribbean in YouTube's Partner Program,unclear
1103,Testing for COVID 19 in NHS medical professionals showing signs and symptoms,pro-mitigation
1104,Close the CUNY Hunter College campus due the spread of COVID-19,pro-mitigation
1105,COVID 19 IN PRISON,unclear
1106,Allow Visitors for MA Patients During Covid-19,anti-mitigation
1107,S​.​E​.​N Schools to shut in the UK amid Covid 19 outbreak,pro-mitigation
1108,"For Immediate Resignations: Michael Rembis, Debbie Walsh, Gary Kienbaum and Lisa Paulson.",unclear
1109,Start Community Testing: COVID-19 NEPAL,pro-mitigation
1110,Make sure all staff in hospital have face masks,pro-mitigation
1111,Grant Diploma Privilege for 2020 Texas Law School Graduates,unclear
1112,Mental Health Stability Amongst Student Body,unclear
1113,PROTECT INCARCERATED COMMUNITIES FROM COVID-19,pro-mitigation
1114,Keep COVID-19 Arrestees Out of Waiʻanae,pro-mitigation
1115,HAZARD PAY FOR TRANSIT WORKERS,pro-mitigation
1116,An Immediate Decrease in UArts Tuition for 2020-2021,pro-mitigation
1117,Implement COVID-19 Precautionary Measures,pro-mitigation
1118,Close the PA border to people who live out of state.,pro-mitigation
1119,#JusticeforShoni: fix Thembisa Hospital and save lives,pro-mitigation
1120,Immediate Aid Package for San Francisco SMBs (Small and Medium Businesses),unclear
1121,"Under attack at NYU, Mark Crispin Miller needs your support for academic freedom",unclear
1122,Allow PAYE freelancers to receive the UK government's COVID-19 self employed grant,pro-mitigation
1123,AN ACCESSIBLE WASHROOM for DISABLED FANS--Toronto Maple Leafs and Raptors,unclear
1124,Release community custody inmates with 6 months or less on supervision due to COVID-19,anti-mitigation
1125,Support UNPAID Student Nurses helping to fight Covid-19 Pandemic,pro-mitigation
1126,Refund UIC Students for Tuition Costs,unclear
1127,Close Pratt Institute-Main Campus due to COVID-19 Death in NYC,pro-mitigation
1128,Kitas & Schulen verlässlich öffnen: Bundesweite Bildungs- & Betreuungsgarantie 2021,unclear
1129,Exception for Drive-In Movie Theatres during Covid-19 restrictions.,anti-mitigation
1130,Il vaccino antinfluenzale ha aumentato i rischi da COVID-19?,unclear
1131,Save Rose of Sharon Korean LTC from for-profit Rykka,unclear
1132,CAIE should allow Students of Pakistan for Teacher Assessemnt like UK for O/A Level 2021,unclear
1133,Lower University of New Mexico Fall 2020 Tuition,unclear
1134,Demanding a Student-Centered Response from SUA to the COVID-19 Epidemic,pro-mitigation
1135,Citizens should be allowed to leave Australia without requiring permission.,unclear
1136,Grant of RESIDENCE AMNESTY FOR ALL MIGRANT WORKERS CURRENTLY IN NZ.,pro-mitigation
1137,Private daycare/schools to credit/refund parents for service not rendered due to covid-19,pro-mitigation
1138,Separate Muskoka From Simcoe For Covid Response Regions,pro-mitigation
1139,Minimum 3​.​1% Pay Rise to NHS workers.,unclear
1140,#SaveOurYouth,unclear
1141,Equal Government Support for Newly Self Employed - Covid 19,pro-mitigation
1142,Allow a nominated family member to enter care homes during a lockdown the same as staff do,pro-mitigation
1143,Retain contract pharmacists in Ministry of Health (MOH)!,unclear
1144,Bengaluru Green Cover reduced from 70% to 3%.   SAVE Bengaluru's TREES!   STOP ECOCIDE!,unclear
1145,"Dear PIAA, Please Do Not Terminate Our Sports Seasons!",unclear
1146,Expand Unemployment Insurance Eligibility for Education Support Professionals,unclear
1147,To include Traditional and Complementary Medicine (T&CM) as essential service,unclear
1148,Reduce the cost of paying for online education in Cyprus (during the COVID-19 quarantine),pro-mitigation
1149,WIRED not Wireless; NO HOTSPOTS or Antennas added to CA Schools during COVID-19,unclear
1150,"Governor Greg Abbott: Suspend Rent, Mortgage, & Utility Payments During Covid-19 crisis",pro-mitigation
1151,Open Rhode Island & End All Executive Orders May 9th.,unclear
1152,Postpone Oklahoma State University Spring 2020 Commencement,pro-mitigation
1153,"Save Our Studios.
Reclassify dance studios in the California Covid re-opening strategy.",anti-mitigation
1154,RRISD Students Request Covid Safe Traditional Graduation Ceremony,anti-mitigation
1155,Suspend rent and mortgage payments during Covid 19 pandemic South Africa,pro-mitigation
1156,Locals Only Recreation Initiative for Placer and Nevada Counties,unclear
1157,Directors to be equally helped Just as self employed have been.,unclear
1158,Allow Nursing Students to graduate despite clinical hours,unclear
1159,Pass the bill to prohibit child marriage in the Philippines. #ENDChildMarriage,unclear
1160,Petition for MIT Administration to Take Action against On-Campus Spread of COVID-19,pro-mitigation
1161,Change the inhuman Care Home Covid visiting restrictions,anti-mitigation
1162,Support Cheerleaders and Dance in 2021,unclear
1163,Financial compensation(hazard pay) for essential workers during covid-19,pro-mitigation
1164,Save Gymnastics Clubs in Ontario!,unclear
1165,Ask Gov. DeSantis to Stop the unfair treatment of Vacation Rentals!,unclear
1166,Place a moratorium on 1080 poisoned food drops & divert funds to save lives from COVID-19,pro-mitigation
1167,American Airlines Should Waive ALL  Change/Cancellation Fees Amidst COVID-19 Outbreak!,pro-mitigation
1168,To Stop COVID-19: Contact Trace and Test!,pro-mitigation
1169,HELP IRANIANS TO RECEIVE MEDICAL SUPPLIES TO FIGHT COVID-19,pro-mitigation
1170,Get Covid-19 Vaccines for Doctors,pro-mitigation
1171,Allow F-1 and M-1 students with valid visas to stay in the United States,unclear
1172,"Northern and southern European countries solidarity, opinions of non-political citizens",unclear
1173,Cancel 2021 CBSE Board exams due to COVID-19,pro-mitigation
1174,RAISE PSW WAGES TO $25​.​00/HOUR,unclear
1175,Canadian Federal Government: Give More Support to Canadian Airlines and their Employees,pro-mitigation
1176,Universal living wage for all ad-hoc agency workers during the covid-19 crisis,unclear
1177,Brainware University need to close College due to effect of COVID-19.,pro-mitigation
1178,Whittier Council Member Jessica Martinez: Recuse Yourself from Immigrant Relief Lawsuit,anti-mitigation
1179,Allow parents to temporarily home educate without being penalised during Covid-19 outbreak,pro-mitigation
1180,There will be a day AFTER COVID-19.  Help us change the way leaders lead.  Everywhere.,unclear
1181,Close Madison City Schools due to COVID-19,pro-mitigation
1182,Mthuli Ncube to remove 2% charge from all electronic money transactions #Covid-19 period,pro-mitigation
1183,Partially Refund Loughborough University Tuition Fees,unclear
1184,Proper equipments and facilities for Arunachal Pradesh to tackle Covid-19,pro-mitigation
1185,Humber College should reduce tuition fees for classes recently made online due to COVID-19,pro-mitigation
1186,#saveProjectSPELL,unclear
1187,Cancel the STAAR test for the 2020/2021 school year,pro-mitigation
1188,Make pass/fail available for Mississippi State Students for the 2020-2021 academic year.,unclear
1189,Governor Doug Burgum to Issue Mandatory Shelter-in-Place Order,pro-mitigation
1190,Early release due to covid 19,unclear
1191,Medical professionals need protection and gear to fight Covid 19 !,pro-mitigation
1192,"Save Gilroy Recreation - Theater, Aquatics, Preschool, etc.",unclear
1193,Class of 2020 to get their certification,unclear
1194,COVID-19 Landlord Support,pro-mitigation
1195,Equestrian Riding relief,unclear
1196,Stop children being weighed in school without parental consent,unclear
1197,Allow Visitors for Covid-19 Patients,anti-mitigation
1198,Tuition Adjustments Due to COVID-19,pro-mitigation
1199,Exigimos acciones de control y salud en la Reserva Natural de La Parguera,unclear
1200,Shut down all Visalia Unified School District Schools to prevent Corona Virus,pro-mitigation
1201,Allow Fall Advantage participants to arrive for the Fall program.,unclear
1202,Opt-In and Implement AB 626 in Orange County,unclear
